GAge	GCity	GCity_X	GCity_Y	GSex	GState	ID_LM	PersonNights	QCulture	QFood	QRoom	QSatisfaction	QService	SaturdayNights	Season	VFrom	VNights	VPersons	VPriceDeduction	VPriceFood	VPriceRoom	VPriceTotal	VTypeOfVisit	WSky	WTemperature	XEUR
51	München	11.5836375	48.1364669	female	Germany	540	21	69	38	38	low	30	-1	-1	2012-07-21 00:00:00	7	3	200	3150	25410	28360	private	cloudy	23.8	25.57
20	Wien	16.3736767	48.2115631	female	Austria	541	7	1	28	29	low	30	-1	-1	2012-07-21 00:00:00	7	1	200	1050	8470	9320	private	cloudy	23.8	25.57
46	Wien	16.3736767	48.2115631	female	Austria	542	7	47	26	31	low	15	-1	-1	2012-07-21 00:00:00	7	1	200	0	8470	8270	private	cloudy	23.8	25.57
81	Wien	16.3736767	48.2115631	female	Austria	543	7	45	39	13	low	26	-1	-1	2012-07-21 00:00:00	7	1	200	0	8470	8270	private	cloudy	23.8	25.57
36	Nitra	18.0902903	48.3139558	female	Slovakia	544	56	2	29	29	low	25	-1	-1	2012-07-21 00:00:00	14	4	200	8400	67760	75960	private	cloudy	23.8	25.57
28	Wien	16.3736767	48.2115631	male	Austria	545	7	71	38	31	low	21	-1	-1	2012-07-21 00:00:00	7	1	200	1050	8470	9320	private	cloudy	23.8	25.57
41	Salzburg	13.0475658	47.798095	female	Austria	546	4	59	97	96	high	73	0	-1	2012-07-24 00:00:00	2	2	0	0	4840	4840	private	cloudy	24.9	25.54
63	Praha	14.4212806	50.0874967	female	CR	547	1	36	49	49	average	70	0	-1	2012-07-26 00:00:00	1	1	0	150	1210	1360	business	rain/snow	25.1	25.5
36	Praha	14.4212806	50.0874967	male	CR	548	1	35	54	35	average	47	0	-1	2012-07-26 00:00:00	1	1	0	0	1210	1210	business	rain/snow	25.1	25.5
22	München	11.5836375	48.1364669	female	Germany	549	4	63	51	58	average	58	-1	-1	2012-07-27 00:00:00	2	2	200	600	4840	5240	private	rain/snow	23.0	25.31
51	Linz	14.2862742	48.3066489	female	Austria	550	8	61	66	57	average	69	-1	-1	2012-07-27 00:00:00	2	4	200	1200	9680	10680	private	rain/snow	23.0	25.31
39	Ústí nad Labem	14.0390819	50.6700692	male	CR	551	14	70	28	8	low	29	-1	-1	2012-07-27 00:00:00	7	2	200	2100	16940	18840	private	rain/snow	23.0	25.31
24	Ústí nad Labem	14.0390819	50.6700692	female	CR	552	28	40	26	16	low	14	-1	-1	2012-07-27 00:00:00	7	4	200	4200	33880	37880	private	rain/snow	23.0	25.31
63	München	11.5836375	48.1364669	female	Germany	553	7	4	34	7	low	13	-1	-1	2012-07-27 00:00:00	7	1	200	1050	8470	9320	private	rain/snow	23.0	25.31
33	Nitra	18.0902903	48.3139558	male	Slovakia	576	42	53	31	29	low	16	-1	-1	2012-08-04 00:00:00	14	3	200	6300	50820	56920	private	sunny	25.6	25.28
76	Brno	16.6153758	49.1921808	female	CR	577	42	23	96	86	high	100	-1	-1	2012-08-06 00:00:00	14	3	200	0	50820	50620	private	cloudy	20.9	25.17
58	Salzburg	13.0475658	47.798095	male	Austria	578	6	52	91	96	high	64	0	-1	2012-08-07 00:00:00	2	3	0	900	7260	8160	private	cloudy	24.0	25.12
72	Salzburg	13.0475658	47.798095	male	Austria	579	4	27	81	89	high	73	0	-1	2012-08-07 00:00:00	2	2	0	0	4840	4840	private	cloudy	24.0	25.12
31	München	11.5836375	48.1364669	female	Germany	580	6	64	44	52	average	48	-1	-1	2012-08-10 00:00:00	2	3	200	900	7260	7960	private	cloudy	19.1	25.2
56	Nitra	18.0902903	48.3139558	female	Slovakia	581	14	56	29	32	low	30	-1	-1	2012-08-11 00:00:00	14	1	200	2100	16940	18840	private	cloudy	18.3	25.2
23	Ostrava	18.2825511	49.8341497	male	CR	582	28	57	92	93	high	74	-1	-1	2012-08-13 00:00:00	14	2	200	0	33880	33680	private	cloudy	17.0	25.15
30	Brno	16.6153758	49.1921808	male	CR	583	28	49	98	98	high	85	-1	-1	2012-08-13 00:00:00	14	2	200	4200	33880	37880	private	cloudy	17.0	25.15
28	Brno	16.6153758	49.1921808	female	CR	584	28	24	88	97	high	61	-1	-1	2012-08-13 00:00:00	14	2	200	0	33880	33680	private	cloudy	17.0	25.15
44	Brno	16.6153758	49.1921808	female	CR	585	28	25	94	95	high	73	-1	-1	2012-08-13 00:00:00	14	2	200	0	33880	33680	private	cloudy	17.0	25.15
53	Brno	16.6153758	49.1921808	female	CR	586	56	24	95	89	high	76	-1	-1	2012-08-13 00:00:00	14	4	200	0	67760	67560	private	cloudy	17.0	25.15
63	Salzburg	13.0475658	47.798095	male	Austria	587	2	51	91	85	high	75	0	-1	2012-08-14 00:00:00	2	1	0	0	2420	2420	private	rain/snow	20.1	25.04
56	Salzburg	13.0475658	47.798095	female	Austria	588	7	58	65	26	average	70	-1	-1	2012-08-14 00:00:00	7	1	200	1050	8470	9320	private	rain/snow	20.1	25.04
50	Wien	16.3736767	48.2115631	female	Austria	589	28	59	86	99	high	64	-1	-1	2012-08-20 00:00:00	14	2	200	0	33880	33680	private	cloudy	18.6	24.91
25	Brno	16.6153758	49.1921808	male	CR	590	28	23	99	95	high	62	-1	-1	2012-08-20 00:00:00	14	2	200	0	33880	33680	private	cloudy	18.6	24.91
56	Brno	16.6153758	49.1921808	female	CR	591	28	27	89	86	high	98	-1	-1	2012-08-20 00:00:00	14	2	200	0	33880	33680	private	cloudy	18.6	24.91
25	Brno	16.6153758	49.1921808	female	CR	592	28	58	93	94	high	74	-1	-1	2012-08-20 00:00:00	14	2	200	0	33880	33680	private	cloudy	18.6	24.91
54	Dresden	13.7397044	51.0497456	female	Germany	593	7	36	43	27	average	48	-1	-1	2012-08-21 00:00:00	7	1	200	1050	8470	9320	private	sunny	18.6	24.78
38	Warsaw	21.0099069	52.2342533	male	Poland	594	7	33	57	52	average	55	-1	-1	2012-08-21 00:00:00	7	1	200	0	8470	8270	private	sunny	18.6	24.78
53	Dresden	13.7397044	51.0497456	female	Germany	595	7	58	43	57	average	48	-1	-1	2012-08-21 00:00:00	7	1	200	0	8470	8270	private	sunny	18.6	24.78
65	Nitra	18.0902903	48.3139558	female	Slovakia	596	7	52	44	43	average	59	-1	-1	2012-08-21 00:00:00	7	1	200	1050	8470	9320	private	sunny	18.6	24.78
52	Wien	16.3736767	48.2115631	female	Austria	597	7	35	56	27	average	47	-1	-1	2012-08-21 00:00:00	7	1	200	1050	8470	9320	private	sunny	18.6	24.78
42	Linz	14.2862742	48.3066489	female	Austria	620	4	2	38	31	low	37	-1	0	2012-09-07 00:00:00	2	2	200	0	4840	4640	private	sunny	19.3	24.59
26	Linz	14.2862742	48.3066489	male	Austria	621	6	70	40	31	low	38	-1	0	2012-09-07 00:00:00	2	3	200	0	7260	7060	private	sunny	19.3	24.59
44	Linz	14.2862742	48.3066489	female	Austria	622	8	53	36	32	low	25	-1	0	2012-09-07 00:00:00	2	4	200	0	9680	9480	private	sunny	19.3	24.59
77	Linz	14.2862742	48.3066489	male	Austria	623	4	4	32	5	low	38	-1	0	2012-09-07 00:00:00	2	2	200	0	4840	4640	private	sunny	19.3	24.59
51	Wien	16.3736767	48.2115631	male	Austria	624	6	46	36	32	low	28	-1	0	2012-09-07 00:00:00	2	3	200	0	7260	7060	private	sunny	19.3	24.59
22	München	11.5836375	48.1364669	male	Germany	625	6	69	28	7	low	15	-1	0	2012-09-07 00:00:00	2	3	200	0	7260	7060	private	sunny	19.3	24.59
65	Praha	14.4212806	50.0874967	female	CR	626	4	59	41	27	average	42	0	0	2012-09-10 00:00:00	1	4	0	0	4840	4840	business	cloudy	16.2	24.54
70	Salzburg	13.0475658	47.798095	male	Austria	627	4	64	67	44	average	55	0	0	2012-09-10 00:00:00	1	4	0	0	4840	4840	business	cloudy	16.2	24.54
53	Wien	16.3736767	48.2115631	female	Austria	628	4	51	60	52	average	53	0	0	2012-09-10 00:00:00	1	4	0	0	4840	4840	business	cloudy	16.2	24.54
69	Praha	14.4212806	50.0874967	female	CR	629	2	62	41	36	average	45	0	0	2012-09-10 00:00:00	1	2	0	0	2420	2420	business	cloudy	16.2	24.54
29	Praha	14.4212806	50.0874967	female	CR	630	2	34	44	52	average	57	0	0	2012-09-17 00:00:00	1	2	0	0	2420	2420	business	rain/snow	16.1	24.5
82	Budweis	14.4757883	48.9763169	female	CR	631	4	57	49	43	average	54	-1	0	2012-09-21 00:00:00	2	2	200	0	4840	4640	private	sunny	10.1	24.8
72	Berlin	13.3908886	52.5176189	female	Germany	632	4	45	55	42	average	57	-1	0	2012-09-21 00:00:00	2	2	200	0	4840	4640	private	sunny	10.1	24.8
33	Budweis	14.4757883	48.9763169	female	CR	633	2	60	50	58	average	41	-1	0	2012-09-21 00:00:00	2	1	200	0	2420	2220	private	sunny	10.1	24.8
58	Budweis	14.4757883	48.9763169	female	CR	634	4	49	58	49	average	43	-1	0	2012-09-21 00:00:00	2	2	200	0	4840	4640	private	sunny	10.1	24.8
22	Budweis	14.4757883	48.9763169	male	CR	635	4	64	55	34	average	69	-1	0	2012-09-21 00:00:00	2	2	200	0	4840	4640	private	sunny	10.1	24.8
28	Budweis	14.4757883	48.9763169	male	CR	636	4	62	41	41	average	48	-1	0	2012-09-21 00:00:00	2	2	200	0	4840	4640	private	sunny	10.1	24.8
80	Budweis	14.4757883	48.9763169	male	CR	637	4	47	42	33	average	72	-1	0	2012-09-21 00:00:00	2	2	200	0	4840	4640	private	sunny	10.1	24.8
59	Budweis	14.4757883	48.9763169	female	CR	638	4	57	49	34	average	46	-1	0	2012-09-21 00:00:00	2	2	200	0	4840	4640	private	sunny	10.1	24.8
27	München	11.5836375	48.1364669	male	Germany	639	4	59	66	44	average	70	-1	0	2012-09-21 00:00:00	2	2	200	0	4840	4640	private	sunny	10.1	24.8
62	Katovice	19.0241283	50.2592108	male	Poland	640	28	45	51	42	average	42	-1	0	2012-09-22 00:00:00	14	2	1000	0	33880	32880	private	cloudy	9.8	24.8
76	Budweis	14.4757883	48.9763169	female	CR	641	108	57	55	43	average	46	-1	0	2012-09-22 00:00:00	27	4	200	0	130680	130480	business	cloudy	9.8	24.8
45	Katovice	19.0241283	50.2592108	male	Poland	642	28	51	65	27	average	55	-1	0	2012-09-22 00:00:00	14	2	1000	0	33880	32880	private	cloudy	9.8	24.8
56	Budweis	14.4757883	48.9763169	male	CR	643	81	51	57	28	average	41	-1	0	2012-09-22 00:00:00	27	3	200	0	98010	97810	business	cloudy	9.8	24.8
41	Budweis	14.4757883	48.9763169	female	CR	644	108	61	54	42	average	45	-1	0	2012-09-22 00:00:00	27	4	200	0	130680	130480	business	cloudy	9.8	24.8
51	Katovice	19.0241283	50.2592108	female	Poland	645	56	59	55	44	average	56	-1	0	2012-09-22 00:00:00	14	4	1000	0	67760	66760	private	cloudy	9.8	24.8
25	Brno	16.6153758	49.1921808	female	CR	646	1	46	37	37	low	30	-1	0	2012-09-22 00:00:00	1	1	200	0	1210	1010	private	cloudy	9.8	24.8
41	Ostrava	18.2825511	49.8341497	female	CR	647	4	71	29	31	low	21	-1	0	2012-09-28 00:00:00	2	2	200	0	4840	4640	private	rain/snow	13.1	24.86
30	Brno	16.6153758	49.1921808	male	CR	648	28	38	33	37	low	27	-1	0	2012-09-28 00:00:00	14	2	200	0	33880	33680	private	rain/snow	13.1	24.86
30	Brno	16.6153758	49.1921808	male	CR	649	28	55	24	39	low	38	-1	0	2012-09-28 00:00:00	14	2	200	0	33880	33680	private	rain/snow	13.1	24.86
38	Budweis	14.4757883	48.9763169	male	CR	650	8	63	58	51	average	71	-1	0	2012-09-28 00:00:00	2	4	200	0	9680	9480	private	rain/snow	13.1	24.86
35	Katovice	19.0241283	50.2592108	female	Poland	651	28	50	56	57	average	43	-1	0	2012-09-29 00:00:00	14	2	1000	0	33880	32880	private	sunny	15.4	24.86
65	Budweis	14.4757883	48.9763169	female	CR	652	81	63	55	52	average	48	-1	0	2012-09-29 00:00:00	27	3	200	0	98010	97810	business	sunny	15.4	24.86
70	München	11.5836375	48.1364669	male	Germany	653	28	48	65	60	average	45	-1	0	2012-09-29 00:00:00	14	2	1000	0	33880	32880	private	sunny	15.4	24.86
31	Budweis	14.4757883	48.9763169	male	CR	654	108	52	60	57	average	53	-1	0	2012-09-29 00:00:00	27	4	200	0	130680	130480	business	sunny	15.4	24.86
33	Wien	16.3736767	48.2115631	male	Austria	655	108	33	41	50	average	72	-1	0	2012-09-29 00:00:00	27	4	200	0	130680	130480	business	sunny	15.4	24.86
43	Brno	16.6153758	49.1921808	male	CR	656	2	47	23	40	low	23	-1	0	2012-09-29 00:00:00	1	2	200	0	2420	2220	private	sunny	15.4	24.86
77	Budweis	14.4757883	48.9763169	female	CR	657	108	59	42	41	average	53	-1	0	2012-09-29 00:00:00	27	4	200	0	130680	130480	business	sunny	15.4	24.86
25	Katovice	19.0241283	50.2592108	male	Poland	658	28	50	58	43	average	60	-1	0	2012-09-29 00:00:00	14	2	1000	0	33880	32880	private	sunny	15.4	24.86
34	Wien	16.3736767	48.2115631	female	Austria	659	1	38	30	6	low	27	-1	0	2012-09-29 00:00:00	1	1	200	0	1210	1010	private	sunny	15.4	24.86
40	Brno	16.6153758	49.1921808	female	CR	660	1	4	23	7	low	40	-1	0	2012-09-29 00:00:00	1	1	200	0	1210	1010	private	sunny	15.4	24.86
53	Katovice	19.0241283	50.2592108	male	Poland	661	28	63	58	28	average	45	-1	0	2012-09-29 00:00:00	14	2	1000	0	33880	32880	private	sunny	15.4	24.86
77	Ústí nad Labem	14.0390819	50.6700692	female	CR	662	1	69	21	31	low	40	-1	0	2012-09-29 00:00:00	1	1	200	0	1210	1010	private	sunny	15.4	24.86
50	Budweis	14.4757883	48.9763169	female	CR	663	108	36	53	26	average	45	-1	0	2012-09-29 00:00:00	27	4	200	0	130680	130480	business	sunny	15.4	24.86
24	Katovice	19.0241283	50.2592108	male	Poland	664	28	36	44	25	average	46	-1	0	2012-09-29 00:00:00	14	2	1000	0	33880	32880	private	sunny	15.4	24.86
35	Salzburg	13.0475658	47.798095	male	Austria	665	108	45	57	41	average	44	-1	0	2012-09-29 00:00:00	27	4	200	0	130680	130480	business	sunny	15.4	24.86
25	Budweis	14.4757883	48.9763169	male	CR	666	1	40	25	39	low	15	-1	0	2012-09-29 00:00:00	1	1	200	0	1210	1010	private	sunny	15.4	24.86
64	Jihlava	15.5909008	49.3963828	male	CR	667	28	34	53	60	average	46	-1	0	2012-09-29 00:00:00	14	2	1000	0	33880	32880	private	sunny	15.4	24.86
46	Ostrava	18.2825511	49.8341497	female	CR	668	4	1	36	14	low	14	-1	0	2012-10-05 00:00:00	2	2	200	0	4840	4640	private	sunny	16.1	24.91
78	Ostrava	18.2825511	49.8341497	male	CR	669	4	3	34	21	low	25	-1	0	2012-10-05 00:00:00	2	2	200	0	4840	4640	private	sunny	16.1	24.91
59	Brno	16.6153758	49.1921808	male	CR	670	28	2	38	16	low	31	-1	0	2012-10-05 00:00:00	14	2	200	0	33880	33680	private	sunny	16.1	24.91
77	Brno	16.6153758	49.1921808	female	CR	671	28	55	27	32	low	24	-1	0	2012-10-05 00:00:00	14	2	200	0	33880	33680	private	sunny	16.1	24.91
30	Brno	16.6153758	49.1921808	male	CR	672	28	39	35	21	low	22	-1	0	2012-10-05 00:00:00	14	2	200	0	33880	33680	private	sunny	16.1	24.91
25	Brno	16.6153758	49.1921808	female	CR	673	28	70	40	30	low	32	-1	0	2012-10-05 00:00:00	14	2	200	0	33880	33680	private	sunny	16.1	24.91
35	Pilsen	13.3771556	49.7490406	male	CR	674	6	2	27	21	low	13	-1	0	2012-10-05 00:00:00	2	3	200	0	7260	7060	private	sunny	16.1	24.91
40	Brno	16.6153758	49.1921808	male	CR	675	28	40	21	16	low	28	-1	0	2012-10-05 00:00:00	14	2	200	0	33880	33680	private	sunny	16.1	24.91
20	Brno	16.6153758	49.1921808	male	CR	676	28	38	29	32	low	30	-1	0	2012-10-05 00:00:00	14	2	200	0	33880	33680	private	sunny	16.1	24.91
52	Brno	16.6153758	49.1921808	female	CR	677	1	3	38	13	low	31	-1	0	2012-10-06 00:00:00	1	1	200	0	1210	1010	private	sunny	5.1	24.91
76	Wien	16.3736767	48.2115631	male	Austria	678	1	3	24	39	low	40	-1	0	2012-10-06 00:00:00	1	1	200	0	1210	1010	private	sunny	5.1	24.91
31	Zlín	17.6700633	49.2280669	male	CR	679	108	60	51	28	average	45	-1	0	2012-10-06 00:00:00	27	4	200	0	130680	130480	business	sunny	5.1	24.91
27	Brno	16.6153758	49.1921808	male	CR	680	1	69	39	24	low	37	-1	0	2012-10-06 00:00:00	1	1	200	0	1210	1010	private	sunny	5.1	24.91
19	Brno	16.6153758	49.1921808	female	CR	681	1	56	37	39	low	23	-1	0	2012-10-06 00:00:00	1	1	200	0	1210	1010	private	sunny	5.1	24.91
58	Budweis	14.4757883	48.9763169	female	CR	682	4	1	26	14	low	25	-1	0	2012-10-12 00:00:00	2	2	200	0	4840	4640	private	rain/snow	7.5	24.95
51	Pilsen	13.3771556	49.7490406	male	CR	683	2	57	81	93	high	89	-1	0	2012-10-12 00:00:00	2	1	200	0	2420	2220	private	rain/snow	7.5	24.95
68	Ostrava	18.2825511	49.8341497	male	CR	684	2	37	31	21	low	22	-1	0	2012-10-12 00:00:00	2	1	200	0	2420	2220	private	rain/snow	7.5	24.95
60	Pilsen	13.3771556	49.7490406	female	CR	685	4	51	84	92	high	85	-1	0	2012-10-12 00:00:00	2	2	200	0	4840	4640	private	rain/snow	7.5	24.95
56	Ostrava	18.2825511	49.8341497	female	CR	686	8	38	30	14	low	28	-1	0	2012-10-12 00:00:00	2	4	200	0	9680	9480	private	rain/snow	7.5	24.95
50	Brno	16.6153758	49.1921808	male	CR	687	28	72	25	32	low	40	-1	0	2012-10-12 00:00:00	14	2	200	0	33880	33680	private	rain/snow	7.5	24.95
82	Salzburg	13.0475658	47.798095	male	Austria	688	4	2	33	13	low	37	-1	0	2012-10-12 00:00:00	2	2	200	0	4840	4640	private	rain/snow	7.5	24.95
28	Ostrava	18.2825511	49.8341497	male	CR	689	4	70	33	13	low	29	-1	0	2012-10-12 00:00:00	2	2	200	0	4840	4640	private	rain/snow	7.5	24.95
38	Ostrava	18.2825511	49.8341497	male	CR	690	6	4	27	29	low	26	-1	0	2012-10-12 00:00:00	2	3	200	0	7260	7060	private	rain/snow	7.5	24.95
18	Brno	16.6153758	49.1921808	female	CR	691	28	40	32	23	low	22	-1	0	2012-10-12 00:00:00	14	2	200	0	33880	33680	private	rain/snow	7.5	24.95
51	Jihlava	15.5909008	49.3963828	male	CR	692	28	46	57	26	average	42	-1	0	2012-10-13 00:00:00	14	2	1000	0	33880	32880	private	rain/snow	13.1	24.95
34	Gdaòsk	18.6560864	54.3482911	female	Poland	693	2	48	29	40	low	14	0	0	2012-10-17 00:00:00	1	2	0	0	2420	2420	business	rain/snow	15.3	24.8
70	Pilsen	13.3771556	49.7490406	female	CR	694	2	24	89	96	high	64	-1	0	2012-10-19 00:00:00	2	1	200	0	2420	2220	private	rain/snow	7.4	24.82
51	Pilsen	13.3771556	49.7490406	female	CR	695	2	51	82	81	high	90	-1	0	2012-10-19 00:00:00	2	1	200	0	2420	2220	private	rain/snow	7.4	24.82
63	Pilsen	13.3771556	49.7490406	female	CR	696	2	57	88	88	high	88	-1	0	2012-10-19 00:00:00	2	1	200	0	2420	2220	private	rain/snow	7.4	24.82
33	Jihlava	15.5909008	49.3963828	female	CR	697	2	27	82	89	high	100	-1	0	2012-10-19 00:00:00	2	1	200	0	2420	2220	private	rain/snow	7.4	24.82
32	Hradec Králové	15.8353464	50.2100194	male	CR	698	2	25	83	94	high	86	0	0	2012-10-23 00:00:00	1	2	0	0	2420	2420	business	cloudy	17.7	24.91
39	Gdaòsk	18.6560864	54.3482911	male	Poland	699	2	55	27	8	low	37	0	0	2012-10-24 00:00:00	1	2	0	0	2420	2420	business	sunny	20.3	24.98
71	Gdaòsk	18.6560864	54.3482911	female	Poland	700	2	54	37	15	low	38	0	0	2012-10-24 00:00:00	1	2	0	0	2420	2420	business	sunny	20.3	24.98
36	Gdaòsk	18.6560864	54.3482911	female	Poland	701	2	37	29	24	low	26	0	0	2012-10-24 00:00:00	1	2	0	0	2420	2420	business	sunny	20.3	24.98
64	Salzburg	13.0475658	47.798095	female	Austria	702	24	46	22	5	low	22	-1	0	2012-10-25 00:00:00	24	1	200	0	29040	28840	private	sunny	16.1	24.91
21	Salzburg	13.0475658	47.798095	female	Austria	703	24	71	23	14	low	13	-1	0	2012-10-25 00:00:00	24	1	200	0	29040	28840	private	sunny	16.1	24.91
76	Pilsen	13.3771556	49.7490406	female	CR	704	2	57	85	84	high	85	-1	0	2012-10-26 00:00:00	2	1	200	0	2420	2220	private	sunny	5.2	24.9
82	Ostrava	18.2825511	49.8341497	female	CR	705	2	50	86	83	high	75	-1	0	2012-10-26 00:00:00	2	1	200	0	2420	2220	private	sunny	5.2	24.9
58	Pilsen	13.3771556	49.7490406	female	CR	706	8	56	97	89	high	73	-1	0	2012-10-26 00:00:00	2	4	200	0	9680	9480	private	sunny	5.2	24.9
60	Pilsen	13.3771556	49.7490406	female	CR	707	2	24	97	85	high	75	-1	0	2012-10-26 00:00:00	2	1	200	0	2420	2220	private	sunny	5.2	24.9
30	Wien	16.3736767	48.2115631	male	Austria	708	4	60	42	58	average	55	-1	0	2012-10-27 00:00:00	2	2	200	0	4840	4640	private	cloudy	3.3	24.9
58	Liberec	15.0663036	50.7709239	female	CR	709	1	27	83	95	high	99	0	0	2012-10-30 00:00:00	1	1	0	0	1210	1210	business	sunny	4.8	25.02
76	Liberec	15.0663036	50.7709239	female	CR	710	2	23	98	87	high	61	0	0	2012-10-30 00:00:00	1	2	0	0	2420	2420	business	sunny	4.8	25.02
50	Linz	14.2862742	48.3066489	female	Austria	711	1	71	28	14	low	30	0	0	2012-10-30 00:00:00	1	1	0	0	1210	1210	business	sunny	4.8	25.02
54	Gdaòsk	18.6560864	54.3482911	male	Poland	712	1	2	22	15	low	32	0	0	2012-10-31 00:00:00	1	1	0	0	1210	1210	business	sunny	3.6	25.07
55	Gdaòsk	18.6560864	54.3482911	male	Poland	713	1	72	31	24	low	25	0	0	2012-10-31 00:00:00	1	1	0	0	1210	1210	business	sunny	3.6	25.07
63	Gdaòsk	18.6560864	54.3482911	female	Poland	714	2	4	38	5	low	32	0	0	2012-10-31 00:00:00	1	2	0	0	2420	2420	business	sunny	3.6	25.07
30	Bratislava	17.1097606	48.1547933	male	Slovakia	715	1	48	21	31	low	13	0	0	2012-10-31 00:00:00	1	1	0	0	1210	1210	business	sunny	3.6	25.07
24	Gdaòsk	18.6560864	54.3482911	female	Poland	716	2	40	30	15	low	16	0	0	2012-10-31 00:00:00	1	2	0	0	2420	2420	business	sunny	3.6	25.07
70	Praha	14.4212806	50.0874967	male	CR	717	2	72	22	16	low	24	0	0	2012-10-31 00:00:00	1	2	0	0	2420	2420	business	sunny	3.6	25.07
18	Salzburg	13.0475658	47.798095	male	Austria	718	24	4	39	13	low	39	-1	0	2012-11-01 00:00:00	24	1	200	0	29040	28840	private	rain/snow	5.0	25.23
58	Salzburg	13.0475658	47.798095	female	Austria	719	24	40	21	14	low	29	-1	0	2012-11-01 00:00:00	24	1	200	0	29040	28840	private	rain/snow	5.0	25.23
56	Salzburg	13.0475658	47.798095	male	Austria	720	24	2	25	14	low	32	-1	0	2012-11-01 00:00:00	24	1	200	0	29040	28840	private	rain/snow	5.0	25.23
70	Hradec Králové	15.8353464	50.2100194	male	CR	721	24	45	29	16	low	28	-1	0	2012-11-01 00:00:00	24	1	200	0	29040	28840	private	rain/snow	5.0	25.23
65	Salzburg	13.0475658	47.798095	male	Austria	722	72	46	26	8	low	38	-1	0	2012-11-01 00:00:00	24	3	200	0	87120	86920	private	rain/snow	5.0	25.23
43	Wien	16.3736767	48.2115631	female	Austria	723	24	46	39	32	low	39	-1	0	2012-11-01 00:00:00	24	1	200	0	29040	28840	private	rain/snow	5.0	25.23
76	Salzburg	13.0475658	47.798095	female	Austria	724	24	71	25	23	low	16	-1	0	2012-11-01 00:00:00	24	1	200	0	29040	28840	private	rain/snow	5.0	25.23
22	Salzburg	13.0475658	47.798095	female	Austria	725	24	47	31	23	low	22	-1	0	2012-11-01 00:00:00	24	1	200	0	29040	28840	private	rain/snow	5.0	25.23
73	München	11.5836375	48.1364669	female	Germany	726	28	54	94	88	high	63	-1	0	2012-11-03 00:00:00	7	4	600	0	33880	33280	private	rain/snow	3.4	25.23
53	Warsaw	21.0099069	52.2342533	male	Poland	727	21	54	95	86	high	87	-1	0	2012-11-03 00:00:00	7	3	600	0	25410	24810	private	rain/snow	3.4	25.23
47	Salzburg	13.0475658	47.798095	female	Austria	728	4	35	60	60	average	58	-1	0	2012-11-03 00:00:00	2	2	200	0	4840	4640	private	rain/snow	3.4	25.23
32	Salzburg	13.0475658	47.798095	male	Austria	729	4	57	58	28	average	44	-1	0	2012-11-03 00:00:00	2	2	200	0	4840	4640	private	rain/snow	3.4	25.23
35	München	11.5836375	48.1364669	male	Germany	730	21	58	84	92	high	61	-1	0	2012-11-03 00:00:00	7	3	600	0	25410	24810	private	rain/snow	3.4	25.23
20	München	11.5836375	48.1364669	female	Germany	731	21	54	96	89	high	99	-1	0	2012-11-03 00:00:00	7	3	600	0	25410	24810	private	rain/snow	3.4	25.23
31	Wien	16.3736767	48.2115631	male	Austria	732	4	64	65	42	average	69	-1	0	2012-11-03 00:00:00	2	2	200	0	4840	4640	private	rain/snow	3.4	25.23
22	München	11.5836375	48.1364669	female	Germany	733	21	49	87	98	high	90	-1	0	2012-11-03 00:00:00	7	3	600	0	25410	24810	private	rain/snow	3.4	25.23
53	Wien	16.3736767	48.2115631	male	Austria	734	6	50	59	35	average	56	-1	0	2012-11-03 00:00:00	2	3	200	0	7260	7060	private	rain/snow	3.4	25.23
52	München	11.5836375	48.1364669	female	Germany	735	14	55	95	90	high	91	-1	0	2012-11-03 00:00:00	7	2	600	0	16940	16340	private	rain/snow	3.4	25.23
78	München	11.5836375	48.1364669	female	Germany	736	21	53	94	94	high	98	-1	0	2012-11-03 00:00:00	7	3	600	0	25410	24810	private	rain/snow	3.4	25.23
35	Liberec	15.0663036	50.7709239	female	CR	737	2	23	86	88	high	61	0	0	2012-11-06 00:00:00	1	2	0	0	2420	2420	business	rain/snow	1.7	25.3
47	Hradec Králové	15.8353464	50.2100194	male	CR	738	1	55	25	24	low	16	0	0	2012-11-06 00:00:00	1	1	0	0	1210	1210	business	rain/snow	1.7	25.3
43	Wien	16.3736767	48.2115631	male	Austria	739	2	28	100	92	high	88	0	0	2012-11-06 00:00:00	1	2	0	0	2420	2420	business	rain/snow	1.7	25.3
33	Linz	14.2862742	48.3066489	female	Austria	740	1	54	38	40	low	23	0	0	2012-11-06 00:00:00	1	1	0	0	1210	1210	business	rain/snow	1.7	25.3
39	Linz	14.2862742	48.3066489	female	Austria	741	1	40	34	6	low	27	0	0	2012-11-06 00:00:00	1	1	0	0	1210	1210	business	rain/snow	1.7	25.3
32	Liberec	15.0663036	50.7709239	male	CR	742	2	23	86	91	high	99	0	0	2012-11-06 00:00:00	1	2	0	0	2420	2420	business	rain/snow	1.7	25.3
63	Zlín	17.6700633	49.2280669	male	CR	743	2	52	92	95	high	74	0	0	2012-11-06 00:00:00	1	2	0	0	2420	2420	business	rain/snow	1.7	25.3
